AssetID,GSP Grouping / Default Order,Map / License Area,Substation,Upstream GSP,Upstream BSP,Substation Type,Voltage (kV),Location Latitude,Location Longitude,Grid Reference,Substation Comment,LTDS CIM Nodes,Transformer Nameplate Ratings,Single Transformer Site,Maximum Observed Gross Demand (MVA),Minimum Observed Gross Demand (MVA),Contracted Demand Excl BESS (MVA),Contracted BESS Demand (MVA),Estimated Demand Headroom (MVA),Substation Demand RAG Status,Demand Constraint,TIA Threshold,Connected Generation (MW),Contracted Generation (MW),Technical Limits Agreed at GSP,Estimated Generation Headroom (MW),3-Phase Break Fault Rating (kA),3-Phase Break Fault Level (kA),Substation Generation RAG Status,Generation Constraint,Upstream Reinforcement Works,Upstream Reinforcement Completion Date,Substation Reinforcement Works,Substation Reinforcement Completion Date
S - BOAG - 02,S - BOAG - 02,Scotland / SHEPD,Aviemore Primary,Boat of Garten GSP,N/A,Primary,33 / 11,57.18009468,-3.823656933,NH 89856 11394,,80416,2 x 12 / 24MVA,No,10.17,2.15,5.98,0.00,1.26,Amber,Substation Thermal Capacity,200kW,0.00,0.00,No,0.00,13.10,7.90,Red,Upstream Thermal Capacity,,,,
S - BOAG - 03,S - BOAG - 03,Scotland / SHEPD,Ballindalloch Primary,Boat of Garten GSP,N/A,Primary,33 / 11,57.39508748,-3.34471186,NJ 19279 34652,,80410,2 x 10 / 12.5MVA,No,4.72,0.71,1.47,0.00,6.62,Green,,200kW,0.00,0.10,No,0.00,20.00,3.29,Red,Upstream Thermal Capacity,,,,
S - BOAG - 04,S - BOAG - 04,Scotland / SHEPD,Boat of Garten Primary,Boat of Garten GSP,N/A,Primary,33 / 11,57.2535675,-3.731915752,NH 95609 19427,,80412,2 x 8MVA,No,2.98,0.43,0.44,0.00,7.19,Green,,200kW,0.00,0.00,No,0.00,13.10,9.90,Red,Upstream Thermal Capacity,,,,
S - BOAG - 05,S - BOAG - 05,Scotland / SHEPD,Dalwhinnie Primary,Boat of Garten GSP,N/A,Primary,33 / 11,56.93320031,-4.241301184,NN 63711 84671,,80429,1 x 1MVA,Yes,0.71,0.20,0.06,0.00,0.44,Green,,200kW,0.00,0.00,No,0.00,13.10,0.89,Red,Upstream Thermal Capacity,,,,
S - BOAG - 06,S - BOAG - 06,Scotland / SHEPD,Grantown Primary,Boat of Garten GSP,N/A,Primary,33 / 11,57.31715152,-3.601043734,NJ 03670 26311,,80405,2 x 7.5 / 15MVA,No,6.01,0.87,0.78,0.00,8.08,Green,,200kW,0.18,0.00,No,0.00,13.10,6.42,Red,Upstream Thermal Capacity,,,,
S - BOAG - 07,S - BOAG - 07,Scotland / SHEPD,Kingussie Primary,Boat of Garten GSP,N/A,Primary,33 / 11,57.07794279,-4.056680335,NH 75429 00426,,80422,2 x 5MVA,No,4.24,0.99,1.59,0.00,0.00,Red,Substation Thermal Capacity,200kW,0.57,0.02,No,0.00,13.10,4.82,Red,Upstream Thermal Capacity,,,,
S - BOAG - 08,S - BOAG - 08,Scotland / SHEPD,Tomatin Primary,Boat of Garten GSP,N/A,Primary,33 / 11,57.34202803,-4.010312577,NH 79106 29734,,80403,1 x 2MVA,Yes,0.87,0.12,1.42,0.00,0.00,Red,Substation Thermal Capacity,200kW,0.00,0.00,No,0.00,12.50,1.50,Red,Upstream Thermal Capacity,,,,
S - BRAC - 01,S - BRAC - 01,Scotland / SHEPD,Braco West GSP,N/A,N/A,GSP,275 / 33,56.262233,-3.9469719,NN 79499 09453,,"10930, 11575",2 x 120MVA,No,46.98,24.29,7.36,205.59,N/A,Green,,200kW,109.47,359.15,No,N/A,25.00,16.90,Red,Substation Thermal Capacity,,,,
S - BRAC - 02,S - BRAC - 02,Scotland / SHEPD,Callander Primary,Braco West GSP,N/A,Primary,33 / 11,56.23646621,-4.211969157,NN 62995 07081,,80524,2 x 4 / 8MVA,No,5.28,0.76,0.58,0.00,0.00,Red,Upstream Voltage Constraint,200kW,2.76,0.00,No,0.00,13.10,4.04,Red,Upstream Thermal Capacity,Reinforce the 33kV circuit 304 between Braco GSP and Kippen Primary and install 2 x 4MVAr STATCOMs at Callander Primary,Sep-27,,
S - BRAC - 03,S - BRAC - 03,Scotland / SHEPD,Crieff Primary,Braco West GSP,N/A,Primary,33 / 11,56.37748384,-3.85362842,NN 85626 22119,,80509,2 x 7.5 / 15MVA,No,8.23,1.60,2.38,0.00,5.04,Green,,200kW,2.18,0.23,No,0.00,20.00,5.37,Red,Upstream Thermal Capacity,,,Replace both existing transformers with 12/24MVA units and replace the 11kV switchboard with 25kA break / 62.5kA make rated switchgear,Dec-27
S - BRAC - 04,S - BRAC - 04,Scotland / SHEPD,Dunblane Primary,Braco West GSP,N/A,Primary,33 / 11,56.19081334,-3.969003587,NN 77907 01544,,80514,2 x 10 / 12.5 MVA,No,9.36,2.22,2.67,0.00,0.00,Red,Substation Thermal Capacity & Upstream Voltage Constraint,200kW,0.14,0.16,No,0.00,13.10,7.39,Red,Upstream Thermal Capacity,,,,
S - BRAC - 05,S - BRAC - 05,Scotland / SHEPD,Forteviot Primary,Braco West GSP,N/A,Primary,33 / 11,56.34551306,-3.546049982,NO 04539 18092,,80503,1 x 6.3MVA,Yes,1.95,0.28,0.23,0.00,4.23,Green,,200kW,2.00,1.80,No,0.00,12.00,2.65,Red,Upstream Thermal Capacity,,,,
S - BRAC - 06,S - BRAC - 06,Scotland / SHEPD,Gleneagles Primary,Braco West GSP,N/A,Primary,33 / 11,56.2842598,-3.753560066,NN 91540 11582,,80506,2 x 7.5 / 15MVA,No,12.16,3.02,1.08,0.00,1.82,Green,,200kW,0.00,2.06,No,0.00,13.10,7.10,Red,Upstream Thermal Capacity,,,,
S - BRAC - 07,S - BRAC - 07,Scotland / SHEPD,Kippen Primary,Braco West GSP,N/A,Primary,33 / 11,56.13460168,-4.15170175,NS 66376 95628,,80520,2 x 4 / 8MVA,No,4.27,2.61,0.42,0.00,0.00,Red,Upstream Voltage Constraint,200kW,0.00,0.00,No,0.00,13.10,5.08,Red,Upstream Thermal Capacity,Reinforce the 33kV circuit 304 between Braco GSP and Kippen Primary and install 2 x 4MVAr STATCOMs at Callander Primary,Sep-27,,
S - BRID - 01,S - BRID - 01,Scotland / SHEPD,Bridge of Dun GSP,N/A,N/A,GSP,132 / 33,56.72037591,-2.556835271,NO 66018 58883,,"11130, 11576",2 x 60MVA,No,30.43,12.66,5.91,102.52,N/A,Green,,200kW,9.06,227.13,No,N/A,31.50,9.06,Red,Substation Thermal Capacity,,,,
S - BRID - 02,S - BRID - 02,Scotland / SHEPD,Brechin Primary,Bridge of Dun GSP,N/A,Primary,33 / 11,56.72716119,-2.638977216,NO 60998 59682,,80608,2 x 10 / 12.5 MVA,No,6.81,0.98,2.52,0.00,3.82,Green,,200kW,1.05,0.41,No,0.00,20.00,6.34,Red,Upstream Thermal Capacity,,,,
S - BRID - 03,S - BRID - 03,Scotland / SHEPD,Bridge of Dun Primary,Bridge of Dun GSP,N/A,Primary,33 / 11,56.72037591,-2.556835271,NO 66018 58883,,80606,1 x 2.5MVA,Yes,0.98,0.14,0.05,0.00,1.49,Green,,200kW,0.57,0.66,No,0.00,13.10,2.03,Red,Upstream Thermal Capacity,,,,
S - BRID - 04,S - BRID - 04,Scotland / SHEPD,Inchbare Primary,Bridge of Dun GSP,N/A,Primary,33 / 11,56.77830998,-2.644976543,NO 60684 65379,,80605,1 x 2.5MVA,Yes,1.17,0.25,0.49,0.00,1.56,Green,,200kW,0.18,0.00,No,0.00,20.00,1.74,Red,Upstream Thermal Capacity,,,,
S - BRID - 05,S - BRID - 05,Scotland / SHEPD,Logie Pert Primary,Bridge of Dun GSP,N/A,Primary,33 / 11,56.77030806,-2.529006998,NO 67764 64427,,80604,1 x 5MVA,Yes,1.44,0.21,1.07,0.00,3.61,Green,,200kW,1.24,0.00,No,0.00,25.00,3.45,Red,Upstream Thermal Capacity,,,,
S - BRID - 06,S - BRID - 06,Scotland / SHEPD,Mill Road Primary,Bridge of Dun GSP,N/A,Primary,33 / 11,56.70995881,-2.470119456,NO 71317 57683,,80613,2 x  10/12.5MVA,No,6.27,1.30,0.33,0.00,0.00,Red,Upstream Thermal Capacity,200kW,0.20,0.75,No,0.00,25.00,6.62,Red,Upstream Thermal Capacity,Reinforce both 33kV circuits feeding Montrose North,Aug-29,,
S - BRID - 07,S - BRID - 07,Scotland / SHEPD,Montrose North Primary,Bridge of Dun GSP,N/A,Primary,33 / 11,56.72241059,-2.47177539,NO 71226 59070,,80623,2 x 7.5 / 15MVA,No,6.76,1.78,0.76,0.00,0.00,Red,Upstream Thermal Capacity,200kW,0.00,0.00,No,0.00,25.00,7.09,Red,Upstream Thermal Capacity,Reinforce both 33kV circuits feeding Montrose North,Aug-29,Replace both existing transformers with 12/24MVA units,Aug-29
S - BRID - 08,S - BRID - 08,Scotland / SHEPD,St Cyrus Primary,Bridge of Dun GSP,N/A,Primary,33 / 11,56.78107605,-2.412554062,NO 74889 65577,,80629,1 x 4 / 8MVA + 1 x 6MVA,No,2.48,0.36,0.68,0.00,4.88,Green,,200kW,3.28,0.01,No,0.00,16.00,4.48,Red,Upstream Thermal Capacity,,,,
S - BROA - 01,S - BROA - 01,Scotland / SHEPD,Broadford GSP,N/A,N/A,GSP,132 / 33,57.24815955,-5.936052141,NG 62656 24360,,11230,1 x 30MVA,Yes,18.62,4.64,19.09,0.00,N/A,Red,Substation Thermal Capacity,200kW,1.89,0.00,Yes,N/A,17.50,4.10,Green,,"Transmission works:
Replace the transformer with a 45MVA unit",Apr-29,,
S - BROA - 02,S - BROA - 02,Scotland / SHEPD,Broadford Primary,Broadford GSP,N/A,Primary,33 / 11,57.24815955,-5.936052141,NG 62656 24360,,80701,1 x 5MVA,Yes,1.50,0.37,2.04,0.00,0.00,Red,Upstream Thermal Capacity,200kW,0.00,0.01,Yes,4.85,16.00,3.33,Green,,,,,
S - BROA - 03,S - BROA - 03,Scotland / SHEPD,Drynoch Primary,Broadford GSP,N/A,Primary,33 / 11,57.29855035,-6.299873567,NG 41080 31292,,80741,1 x 2.5MVA,Yes,1.61,0.23,1.75,0.00,0.00,Red,Substation Thermal Capacity & Upstream Thermal Capacity,200kW,0.72,1.20,Yes,0.68,25.00,1.31,Green,,Establish a new Primary substation in the Sconser area including a 4MVA transformer,Sep-29,,
S - BROA - 04,S - BROA - 04,Scotland / SHEPD,Kalnakil Primary,Broadford GSP,N/A,Primary,33 / 11,57.5166,-5.8565229,NG 69146 53942,,80747,1 x 2.5MVA,Yes,0.40,0.15,0.01,0.00,0.00,Red,Upstream Thermal Capacity,200kW,0.00,0.00,Yes,1.10,20.00,0.95,Green,,,,,
S - BROA - 05,S - BROA - 05,Scotland / SHEPD,Kishornhill Primary,Broadford GSP,N/A,Primary,33 / 11,57.4062641,-5.525787378,NG 88304 40591,,80709,1 x 2MVA,Yes,0.79,0.15,0.69,0.00,0.00,Red,Upstream Thermal Capacity,200kW,0.43,0.00,Yes,0.67,12.50,1.12,Green,,,,,
S - BROA - 06,S - BROA - 06,Scotland / SHEPD,Kyle Primary,Broadford GSP,N/A,Primary,33 / 11,57.28100838,-5.70975147,NG 76499 27247,,"80724, 80725",2 x 5MVA,Yes,2.00,0.74,0.09,0.00,0.00,Red,Upstream Thermal Capacity,200kW,0.00,0.00,Yes,4.85,12.50,3.64,Green,,,,Replace both existing transformers with 6.3MVA units,Mar-28
S - BROA - 07,S - BROA - 07,Scotland / SHEPD,Lower Ollach Primary,Broadford GSP,N/A,Primary,33 / 11,57.35535088,-6.137451507,NG 51241 37001,,80740,1 x 1MVA,Yes,0.90,0.19,1.07,0.00,0.00,Red,Substation Thermal Capacity & Upstream Thermal Capacity,200kW,0.13,0.00,Yes,1.01,18.00,0.89,Green,,Establish a new Primary substation in the Sconser area including a 4MVA transformer,Sep-29,,
S - BROA - 08,S - BROA - 08,Scotland / SHEPD,Nostie Bridge Primary,Broadford GSP,N/A,Primary,33 / 11,57.28523099,-5.565572555,NG 85209 27252,,80719,1 x 4MVA,Yes,2.23,0.32,0.52,0.00,0.00,Red,Upstream Thermal Capacity,200kW,0.10,0.00,Yes,1.18,13.10,2.17,Green,,Establish a new Primary substation in the Ruarch / Inverinate area including a 4MVA transformer,Aug-28,,
S - BROA - 09,S - BROA - 09,Scotland / SHEPD,Shieldaig Primary,Broadford GSP,N/A,Primary,33 / 11,57.50762865,-5.646935133,NG 81637 52250,,80713,1 x 1MVA,Yes,0.61,0.09,0.03,0.00,0.00,Red,Upstream Thermal Capacity,200kW,0.00,0.00,Yes,1.04,13.10,0.76,Green,,,,,
S - BROA - 10,S - BROA - 10,Scotland / SHEPD,Skulamus Primary,Broadford GSP,N/A,Primary,33 / 11,57.23259236,-5.880931065,NG 65881 22438,,80733,1 x 6.3MVA,Yes,2.52,0.46,5.14,0.00,0.00,Red,Upstream Thermal Capacity,200kW,0.00,0.00,Yes,1.41,13.10,3.60,Green,,Install a second 33kV circuit between Skulamus Primary and Broadford feeder 305,Sep-28,Add a second 6.3MVA transformer,Sep-28
S - BROR - 01,S - BROR - 01,Scotland / SHEPD,Brora GSP,N/A,N/A,GSP,132 / 33,58.01994774,-3.874919434,NC 89341 04957,,11330,1 x 45MVA,Yes,10.73,2.85,2.56,0.00,N/A,Green,,200kW,0.00,116.00,No,N/A,13.10,5.30,Red,Substation Thermal Capacity,"Transmission works:
Replace the transformer with a 90MVA unit",Apr-29,,
S - BROR - 02,S - BROR - 02,Scotland / SHEPD,Brora Primary,Brora GSP,N/A,Primary,33 / 11,58.01375731,-3.85528601,NC 90482 04236,,80805,2 x 5MVA,No,2.02,0.33,0.87,0.00,3.96,Green,,200kW,0.18,0.00,No,0.00,13.10,5.87,Red,Upstream Thermal Capacity,,,,
S - BROR - 03,S - BROR - 03,Scotland / SHEPD,Dornoch Primary,Brora GSP,N/A,Primary,33 / 11,57.88276492,-4.030039585,NH 79721 89953,,"80813, 80818",1 x 4MVA,Yes,4.26,0.83,1.42,0.00,0.00,Red,Substation Thermal Capacity,200kW,0.00,0.05,No,0.00,13.10,2.58,Red,Upstream Thermal Capacity,Establish a new Primary substation in the Dornoch area including a 8MVA transformer,Mar-29,,
S - BROR - 04,S - BROR - 04,Scotland / SHEPD,Golspie Primary,Brora GSP,N/A,Primary,33 / 11,57.97598308,-3.979917592,NC 82996 00240,,80810,1 x 4MVA,Yes,1.92,0.38,0.25,0.00,0.84,Green,,200kW,0.00,0.00,No,0.00,13.10,2.49,Red,Upstream Thermal Capacity,,,,
S - BROR - 05,S - BROR - 05,Scotland / SHEPD,Helmsdale Primary,Brora GSP,N/A,Primary,33 / 11,58.1165459,-3.658786108,ND 02372 15376,,80802,1 x 4MVA,Yes,1.06,0.15,0.02,0.00,0.28,Green,,200kW,0.00,0.00,No,0.00,13.10,2.01,Red,Upstream Thermal Capacity,,,,
S - BUMU - 01,S - BUMU - 01,Scotland / SHEPD,Burghmuir GSP,N/A,N/A,GSP,132 / 33,56.39663414,-3.487869633,NO 08257 23702,,"11430, 11577",2 x 90MVA,No,42.37,18.00,35.31,118.29,N/A,Red,Substation Thermal Capacity,200kW,2.51,325.36,No,N/A,25.00,9.53,Red,Substation Thermal Capacity,,,Replace the 33kV board with 31.5kA break / 78.8kA make switchgear,Jun-29
S - BUMU - 02,S - BUMU - 02,Scotland / SHEPD,Burghmuir Primary,Burghmuir GSP,N/A,Primary,33 / 11,56.39664,-3.487886307,NO 08256 23702,,80917,2 x 10 / 12.5MVA,No,9.12,1.31,13.56,0.00,0.00,Red,Substation Thermal Capacity & Upstream Thermal Capacity,200kW,1.39,1.39,No,0.00,13.10,8.06,Red,Upstream Thermal Capacity,,,,
S - BUMU - 03,S - BUMU - 03,Scotland / SHEPD,Goodlyburn Primary,Burghmuir GSP,N/A,Primary,33 / 11,56.40493108,-3.458598285,NO 10084 24586,,80911,2 x 10 / 12.5MVA,No,9.24,2.13,1.65,0.00,0.00,Red,Upstream Thermal Capacity,200kW,0.00,0.07,No,0.00,13.10,7.91,Red,Upstream Thermal Capacity,,,,
S - BUMU - 04,S - BUMU - 04,Scotland / SHEPD,Inveralmond Primary,Burghmuir GSP,N/A,Primary,33 / 11,56.415635,-3.4811013,NO 08721 25807,,80926,2 x 12 / 24MVA,No,6.89,1.02,14.47,0.00,0.00,Red,Substation Thermal Capacity & Upstream Thermal Capacity,200kW,0.00,0.00,No,0.00,25.00,7.70,Red,Upstream Thermal Capacity,"Reinforce the 33kV circuits between Burghmuir GSP and Inveralmond / Redgorton Primaries, establish a new 33kV switchboard at Inveralmond Primary",May-28,,
S - BUMU - 05,S - BUMU - 05,Scotland / SHEPD,Redgorton Primary,Burghmuir GSP,N/A,Primary,33 / 11,56.44284213,-3.499520557,NO 07650 28860,,80904,2 x 7.5 / 15MVA,No,6.43,1.00,4.25,0.00,0.00,Red,Upstream Thermal Capacity,200kW,1.12,0.20,No,0.00,13.10,7.17,Red,Upstream Thermal Capacity,"Reinforce the 33kV circuits between Burghmuir GSP and Inveralmond / Redgorton Primaries, establish a new 33kV switchboard at Inveralmond Primary",May-28,,
S - BUMU - 06,S - BUMU - 06,Scotland / SHEPD,Thimblerow Primary,Burghmuir GSP,N/A,Primary,33 / 11,56.39778292,-3.437715913,NO 11356 23764,,80915,2 x 15 / 30MVA,No,15.10,2.99,1.33,0.00,0.00,Red,Upstream Thermal Capacity,200kW,0.00,0.00,No,0.00,13.10,8.23,Red,Upstream Thermal Capacity,,,,
S - CAAD (1) - 01,S - CAAD (1) - 01,Scotland / SHEPD,Carradale 1 GSP,N/A,N/A,GSP,132 / 33,55.59006,-5.502763,NR 79375 38506,,"11530, 11579",2 x 120MVA,No,18.30,10.17,4.00,0.00,N/A,Green,,200kW,103.21,261.56,No,N/A,25.00,9.99,Red,Substation Thermal Capacity,,,,
S - CAAD (1) - 02,S - CAAD (1) - 02,Scotland / SHEPD,Balliekine Primary,Carradale 1 GSP,N/A,Primary,33 / 11,55.59634018,-5.379399776,NR 87179 38819,,81119,1 x 1MVA,Yes,0.51,0.07,0.00,0.00,0.00,Red,Upstream Voltage Constraint,200kW,0.48,0.00,No,0.00,10.00,1.00,Red,Upstream Thermal Capacity,Establish a new Primary substation in the Lochranza area including a 2.5MVA transformer,Mar-28,,
S - CAAD (1) - 03,S - CAAD (1) - 03,Scotland / SHEPD,Ballure Primary,Carradale 1 GSP,N/A,Primary,33 / 11,55.68895905,-5.638146308,NR 71425 49944,,81137,1 x 2.5MVA,Yes,1.27,0.18,0.16,0.00,1.59,Green,,200kW,0.90,0.00,No,0.00,13.10,1.18,Red,Upstream Thermal Capacity,Reinforce the 33kV circuit between Carradale 1 GSP and Claonaig Primary,Dec-27,,
S - CAAD (1) - 04,S - CAAD (1) - 04,Scotland / SHEPD,Brodick Primary,Carradale 1 GSP,N/A,Primary,33 / 11,55.57243766,-5.14255515,NS 01976 35459,,81106,2 x 4 / 8MVA,No,4.90,0.78,0.33,0.00,0.00,Red,Upstream Voltage Constraint,200kW,0.67,0.00,No,0.00,21.00,4.66,Red,Upstream Thermal Capacity,"Establish a 33kV switching station including 2 x 4MVAr STATCOMs at Brodick Primary

Establish a new Primary substation in the Lochranza area including a 2.5MVA transformer",Mar-28,,
S - CAAD (1) - 05,S - CAAD (1) - 05,Scotland / SHEPD,Campbeltown Primary,Carradale 1 GSP,N/A,Primary,33 / 11,55.4271733,-5.612677701,NR 71509 20746,,81127,2 x 7.5 / 15MVA,No,5.93,0.85,0.49,0.00,8.33,Green,,200kW,0.32,0.00,No,0.00,13.10,5.51,Red,Upstream Thermal Capacity,,,,
S - CAAD (1) - 06,S - CAAD (1) - 06,Scotland / SHEPD,Claonaig Primary,Carradale 1 GSP,N/A,Primary,33 / 11,55.75451262,-5.397290069,NR 86915 56467,,81134,1 x 0.315MVA,Yes,0.09,0.01,0.00,0.00,0.28,Green,,200kW,0.00,0.00,No,0.00,12.00,0.31,Red,Upstream Thermal Capacity,Reinforce the 33kV circuit between Carradale 1 GSP and Claonaig Primary,Dec-27,,
S - CAAD (1) - 07,S - CAAD (1) - 07,Scotland / SHEPD,Dippen Primary,Carradale 1 GSP,N/A,Primary,33 / 11,55.58216071,-5.491719462,NR 80026 37592,,81123,1 x 1MVA,Yes,0.44,0.06,0.02,0.00,0.73,Green,,200kW,0.00,0.00,No,0.00,5.20,1.00,Red,Upstream Thermal Capacity,,,,
S - CAAD (1) - 08,S - CAAD (1) - 08,Scotland / SHEPD,Machrie Primary,Carradale 1 GSP,N/A,Primary,33 / 11,55.55315658,-5.329497356,NR 90092 33864,,81114,1 x 2.5MVA,Yes,1.70,0.24,0.04,0.00,0.00,Red,Upstream Voltage Constraint,200kW,0.00,0.00,No,0.00,12.00,1.89,Red,Upstream Thermal Capacity,Establish a 33kV switching station including 2 x 4MVAr STATCOMs at Brodick Primary,Mar-28,Install a second 2.5MVA transformer and replace the 11kV board with 25kA break / 62.5kA make switchgear,Mar-28
S - CAAD (1) - 09,S - CAAD (1) - 09,Scotland / SHEPD,Whiting Bay Primary,Carradale 1 GSP,N/A,Primary,33 / 11,55.490936,-5.1012799,NS 04172 26276,,81111,1 x 8MVA,Yes,2.15,0.31,0.44,0.00,0.00,Red,Upstream Voltage Constraint,200kW,0.10,0.00,No,0.00,16.00,2.20,Red,Upstream Thermal Capacity,,,,
S - CAAD (2) - 01,S - CAAD (2) - 01,Scotland / SHEPD,Carradale 2 GSP,N/A,N/A,GSP,132 / 33,55.590255,-5.5022879,NR 79406 38526,,"11531, 11578",2 x 120MVA,No,0.00,0.00,0.00,105.05,N/A,Green,,200kW,86.41,152.70,No,N/A,25.00,10.60,Red,Substation Thermal Capacity,,,"Establish 2 new 33kV circuits between Carradale 2 GSP and a new 33kV switchboard at Port Ellen. Install 1 x 4MVAr STATCOM and 1 x 8MVAr STATCOM at Port Ellen and transfer Bowmore, Port Askaig and Port Ellen Primaries from port Ann GSP to Carradale 2 GSP",Dec-27
S - CAIN - 01,S - CAIN - 01,Scotland / SHEPD,Cairnford GSP,N/A,N/A,GSP,275 / 33,57.451995,-2.8498216,NJ 49101 40507,,10738,1 x 120MVA,Yes,0.00,0.00,0.00,51.96,N/A,Green,,200kW,37.00,222.70,No,N/A,25.00,9.05,Red,Substation Thermal Capacity,,,,
S - CASS - 01,S - CASS - 01,Scotland / SHEPD,Cassley GSP,N/A,N/A,GSP,132 / 33,58.18762857,-4.729262934,NC 39642 25338,,11830,1 x 30MVA,Yes,1.97,1.35,0.26,0.00,N/A,Green,,200kW,16.51,94.60,No,N/A,25.00,3.77,Red,Substation Thermal Capacity,"Transmission works:
Replace the transformer with a 90MVA unit",Apr-28,,
S - CASS - 02,S - CASS - 02,Scotland / SHEPD,Overscaig Primary,Cassley GSP,N/A,Primary,33 / 11,58.18805608,-4.728117417,NC 39711 25382,,81202,1 x 0.15MVA,Yes,0.02,0.01,0.00,0.00,0.16,Green,,200kW,0.00,0.00,No,0.00,N/A,0.13,Red,Upstream Thermal Capacity,,,,
S - CASS - 03,S - CASS - 03,Scotland / SHEPD,Rhiconich Primary,Cassley GSP,N/A,Primary,33 / 11,58.42970941,-4.989349002,NC 25554 52924,,81218,1 x 3.9MVA,Yes,1.66,0.29,0.21,0.00,2.84,Green,,200kW,0.19,0.10,No,0.00,18.40,1.51,Red,Upstream Thermal Capacity,,,,
S - CEAN - 01,S - CEAN - 01,Scotland / SHEPD,Ceannacroc GSP,N/A,N/A,GSP,132 / 11,57.15404624,-4.93709067,NH 22442 10847,,10005,1 x 30MVA,Yes,7.39,1.00,0.04,0.00,N/A,Green,,200kW,17.85,0.00,No,N/A,20.00,15.62,Green,,,,,
S - CHAR - 01,S - CHAR - 01,Scotland / SHEPD,Charleston GSP,N/A,N/A,GSP,132 / 33,56.47458506,-3.045185584,NO 35713 31875,,"11589, 12030",2 x 90MVA,No,67.64,10.71,11.00,52.53,N/A,Green,,200kW,51.55,116.08,Yes,N/A,17.50,13.99,Red,Substation Thermal Capacity,"Transmission works:
Replace both transformers with 120MVA units",Apr-31,,
S - CHAR - 02,S - CHAR - 02,Scotland / SHEPD,Charleston Primary,Charleston GSP,N/A,Primary,33 / 11,56.47408467,-3.044831659,NO 35734 31818,,81405,2 x 7.5 / 15MVA,No,9.20,1.51,1.96,0.00,4.03,Green,,200kW,0.00,0.00,Yes,0.00,13.10,8.69,Red,Upstream Thermal Capacity,,,,
S - CHAR - 03,S - CHAR - 03,Scotland / SHEPD,Gourdie Primary,Charleston GSP,N/A,Primary,33 / 11,56.47737724,-3.063777014,NO 34573 32203,,81401,1 x 6.3MVA,Yes,2.71,0.39,3.69,0.00,2.21,Green,,200kW,0.00,0.09,Yes,0.00,13.10,4.84,Red,Upstream Thermal Capacity,,,,
S - CHAR - 04,S - CHAR - 04,Scotland / SHEPD,Menzieshill Primary,Charleston GSP,N/A,Primary,33 / 11,56.46695099,-3.041659387,NO 35918 31022,,81410,2 x 18 / 21MVA,No,8.53,1.51,2.08,0.00,10.35,Green,,200kW,0.00,0.00,Yes,0.00,20.00,8.88,Red,Upstream Thermal Capacity,,,,
S - CHAR - 05,S - CHAR - 05,Scotland / SHEPD,Ninewells Primary,Charleston GSP,N/A,Primary,33 / 11,56.46342438,-3.054054317,NO 35148 30641,,81420,2 x 7.5 / 15MVA,No,4.72,1.65,3.27,0.00,7.57,Green,,200kW,4.14,0.85,Yes,0.00,20.00,8.27,Red,Upstream Thermal Capacity,,,,
S - CLAC - 01,S - CLAC - 01,Scotland / SHEPD,Clachan GSP,N/A,N/A,GSP,132 / 11,56.27748555,-4.921579261,NN 19218 13284,,10968,1 x 60MVA,Yes,4.39,0.39,1.59,0.00,N/A,Green,,200kW,10.25,39.71,No,N/A,40.00,21.97,Green,,,,,
S - CLAC - 02,S - CLAC - 02,Scotland / SHEPD,Butterbridge Primary,Clachan GSP,N/A,Primary,33 / 11,56.24748261,-4.917881513,NN 19306 09936,,81509,1 x 0.1MVA,Yes,0.01,0.00,0.00,0.00,0.11,Green,,200kW,0.00,0.00,No,0.10,N/A,0.10,Green,,,,,
S - CLAC - 03,S - CLAC - 03,Scotland / SHEPD,Douglas Pier Primary,Clachan GSP,N/A,Primary,33 / 11,56.15491882,-4.909403625,NS 19396 99616,,81515,1 x 2.5MVA,Yes,1.01,0.14,0.20,0.00,0.00,Red,Substation Thermal Capacity,200kW,0.00,0.00,No,1.20,12.50,1.32,Green,,,,,
S - CLAC - 04,S - CLAC - 04,Scotland / SHEPD,Inveraray Primary,Clachan GSP,N/A,Primary,33 / 11,56.24181321,-5.081041519,NN 09172 09746,,81521,1 x 2.5MVA,Yes,0.99,0.17,0.00,0.00,1.96,Green,,200kW,0.00,0.00,No,2.55,25.00,1.38,Green,,,,Replace the existing transformer with a 4MVA unit,Mar-30
S - CLAC - 05,S - CLAC - 05,Scotland / SHEPD,Lochgoilhead Primary,Clachan GSP,N/A,Primary,33 / 11,56.17535471,-4.898655178,NN 20159 01862,,81513,1 x 2.5MVA,Yes,1.03,0.15,0.07,0.00,1.88,Green,,200kW,1.28,0.00,No,0.00,18.40,1.39,Red,Substation Thermal Capacity & Upstream Thermal Capacity,,,,
S - CLAC - 06,S - CLAC - 06,Scotland / SHEPD,Strachur Primary,Clachan GSP,N/A,Primary,33 / 11,56.16476312,-5.082923943,NN 08672 01180,,81518,1 x 1MVA,Yes,0.78,0.11,0.13,0.00,0.33,Green,,200kW,0.48,0.00,No,0.59,13.10,0.83,Green,,,,,
S - CLAY - 01,S - CLAY - 01,Scotland / SHEPD,Clayhills GSP,N/A,N/A,GSP,132 / 33,57.14008711,-2.098646898,NJ 94129 05470,,"11625, 11626, 12230",2 x 60MVA,No,27.52,10.72,12.75,0.00,N/A,Green,,200kW,1.62,0.00,No,N/A,17.50,11.97,Green,,,,,
