GROUP,GROUP_NUMBER,YEAR,SCENARIO,PRY GEN HEADROOM - INVERTER BASED ( MW ),PRY GEN HEADROOM - SYNCHRONOUS LV ( MW ),PRY GEN HEADROOM - SYNCHRONOUS HV ( MW ),PRY BATTERY HEADROOM ( MW),BSP GEN HEADROOM - INVERTER BASED ( MW ),BSP GEN HEADROOM - SYNCHRONOUS ( MW ),BSP BATTERY HEADROOM ( MW ),CENTROID_X,CENTROID_Y,geopoint
BSP,400217,2051,1 - BEST VIEW,,,,,26.57,4.82,-111.12,348287.047462383,416524.887142961,"53.6426657488926, -2.7836891668922785"
BSP,400217,2051,4 - HOLISTIC TRANSITION,,,,,34.77,6.31,-92.7,348287.047462383,416524.887142961,"53.6426657488926, -2.7836891668922785"
BSP,400217,2051,5 - HYDROGEN EVOLUTION,,,,,62.59,11.35,-58.72,348287.047462383,416524.887142961,"53.6426657488926, -2.7836891668922785"
BSP,300009,2024,1 - BEST VIEW,,,,,-24.71,-4.48,-24.71,393333.954448707,408491.378183444,"53.57298142029463, -2.1021362875248686"
BSP,300009,2024,3 - ELECTRIC ENGAGEMENT,,,,,-24.71,-4.48,-24.71,393333.954448707,408491.378183444,"53.57298142029463, -2.1021362875248686"
BSP,300009,2025,6 - ACCELERATED DECARBONISATION,,,,,-28.22,-5.12,-28.22,393333.954448707,408491.378183444,"53.57298142029463, -2.1021362875248686"
BSP,300009,2027,4 - HOLISTIC TRANSITION,,,,,-29.29,-5.31,-29.29,393333.954448707,408491.378183444,"53.57298142029463, -2.1021362875248686"
BSP,300009,2028,3 - ELECTRIC ENGAGEMENT,,,,,-37.65,-6.83,-37.65,393333.954448707,408491.378183444,"53.57298142029463, -2.1021362875248686"
BSP,300009,2028,5 - HYDROGEN EVOLUTION,,,,,-32.27,-5.85,-32.27,393333.954448707,408491.378183444,"53.57298142029463, -2.1021362875248686"
BSP,300009,2028,6 - ACCELERATED DECARBONISATION,,,,,-34.74,-6.3,-34.74,393333.954448707,408491.378183444,"53.57298142029463, -2.1021362875248686"
BSP,300009,2029,1 - BEST VIEW,,,,,-37.85,-6.87,-37.85,393333.954448707,408491.378183444,"53.57298142029463, -2.1021362875248686"
BSP,300009,2029,5 - HYDROGEN EVOLUTION,,,,,-34.59,-6.28,-34.59,393333.954448707,408491.378183444,"53.57298142029463, -2.1021362875248686"
BSP,300009,2029,6 - ACCELERATED DECARBONISATION,,,,,-38.02,-6.9,-38.02,393333.954448707,408491.378183444,"53.57298142029463, -2.1021362875248686"
BSP,300009,2030,3 - ELECTRIC ENGAGEMENT,,,,,-44.72,-8.11,-44.72,393333.954448707,408491.378183444,"53.57298142029463, -2.1021362875248686"
BSP,300009,2031,4 - HOLISTIC TRANSITION,,,,,-33.86,-6.14,-33.86,393333.954448707,408491.378183444,"53.57298142029463, -2.1021362875248686"
BSP,300009,2032,1 - BEST VIEW,,,,,-44.04,-7.99,-44.04,393333.954448707,408491.378183444,"53.57298142029463, -2.1021362875248686"
BSP,300009,2032,3 - ELECTRIC ENGAGEMENT,,,,,-48.73,-8.84,-48.73,393333.954448707,408491.378183444,"53.57298142029463, -2.1021362875248686"
BSP,300009,2032,4 - HOLISTIC TRANSITION,,,,,-31.44,-5.7,-31.44,393333.954448707,408491.378183444,"53.57298142029463, -2.1021362875248686"
BSP,300009,2032,5 - HYDROGEN EVOLUTION,,,,,-40.28,-7.31,-40.28,393333.954448707,408491.378183444,"53.57298142029463, -2.1021362875248686"
BSP,300009,2033,1 - BEST VIEW,,,,,-44.27,-8.03,-44.27,393333.954448707,408491.378183444,"53.57298142029463, -2.1021362875248686"
BSP,300009,2033,2 - COUNTERFACTUAL,,,,,-50.51,-9.16,-50.51,393333.954448707,408491.378183444,"53.57298142029463, -2.1021362875248686"
BSP,300009,2033,3 - ELECTRIC ENGAGEMENT,,,,,-49.58,-8.99,-49.58,393333.954448707,408491.378183444,"53.57298142029463, -2.1021362875248686"
BSP,300009,2033,6 - ACCELERATED DECARBONISATION,,,,,-29.28,-5.31,-29.28,393333.954448707,408491.378183444,"53.57298142029463, -2.1021362875248686"
BSP,300009,2036,1 - BEST VIEW,,,,,-47.18,-8.56,-47.18,393333.954448707,408491.378183444,"53.57298142029463, -2.1021362875248686"
BSP,300009,2036,6 - ACCELERATED DECARBONISATION,,,,,56.98,10.34,56.98,393333.954448707,408491.378183444,"53.57298142029463, -2.1021362875248686"
BSP,300009,2039,5 - HYDROGEN EVOLUTION,,,,,-28.73,-5.21,-28.73,393333.954448707,408491.378183444,"53.57298142029463, -2.1021362875248686"
BSP,300009,2042,3 - ELECTRIC ENGAGEMENT,,,,,-15.75,-2.86,-15.75,393333.954448707,408491.378183444,"53.57298142029463, -2.1021362875248686"
BSP,300009,2042,4 - HOLISTIC TRANSITION,,,,,36.52,6.63,36.52,393333.954448707,408491.378183444,"53.57298142029463, -2.1021362875248686"
BSP,300009,2042,5 - HYDROGEN EVOLUTION,,,,,8.68,1.58,8.68,393333.954448707,408491.378183444,"53.57298142029463, -2.1021362875248686"
BSP,300009,2042,6 - ACCELERATED DECARBONISATION,,,,,31.42,5.7,31.42,393333.954448707,408491.378183444,"53.57298142029463, -2.1021362875248686"
BSP,300009,2051,2 - COUNTERFACTUAL,,,,,15.3,2.78,15.3,393333.954448707,408491.378183444,"53.57298142029463, -2.1021362875248686"
BSP,300009,2051,4 - HOLISTIC TRANSITION,,,,,21.43,3.89,21.43,393333.954448707,408491.378183444,"53.57298142029463, -2.1021362875248686"
BSP,300009,2051,6 - ACCELERATED DECARBONISATION,,,,,15.1,2.74,15.1,393333.954448707,408491.378183444,"53.57298142029463, -2.1021362875248686"
BSP,401053,2024,6 - ACCELERATED DECARBONISATION,,,,,79.89,45.92,66.6,386876.535748119,431933.588390888,"53.783558698170395, -2.200649837340166"
BSP,401053,2026,6 - ACCELERATED DECARBONISATION,,,,,80.56,44.08,60.29,386876.535748119,431933.588390888,"53.783558698170395, -2.200649837340166"
BSP,401053,2027,6 - ACCELERATED DECARBONISATION,,,,,81.04,43.67,59.57,386876.535748119,431933.588390888,"53.783558698170395, -2.200649837340166"
BSP,401053,2028,3 - ELECTRIC ENGAGEMENT,,,,,81.89,42.67,58.96,386876.535748119,431933.588390888,"53.783558698170395, -2.200649837340166"
BSP,401053,2029,2 - COUNTERFACTUAL,,,,,82.02,44.33,61.6,386876.535748119,431933.588390888,"53.783558698170395, -2.200649837340166"
BSP,401053,2030,2 - COUNTERFACTUAL,,,,,82.65,40.95,60.53,386876.535748119,431933.588390888,"53.783558698170395, -2.200649837340166"
BSP,401053,2030,3 - ELECTRIC ENGAGEMENT,,,,,83.25,41.18,57.48,386876.535748119,431933.588390888,"53.783558698170395, -2.200649837340166"
BSP,401053,2030,4 - HOLISTIC TRANSITION,,,,,82.43,38.86,59.47,386876.535748119,431933.588390888,"53.783558698170395, -2.200649837340166"
BSP,401053,2030,5 - HYDROGEN EVOLUTION,,,,,82.45,42.32,60.47,386876.535748119,431933.588390888,"53.783558698170395, -2.200649837340166"
BSP,401053,2031,1 - BEST VIEW,,,,,84.02,41.27,56.77,386876.535748119,431933.588390888,"53.783558698170395, -2.200649837340166"
BSP,401053,2031,2 - COUNTERFACTUAL,,,,,83.39,40.56,59.24,386876.535748119,431933.588390888,"53.783558698170395, -2.200649837340166"
BSP,401053,2031,4 - HOLISTIC TRANSITION,,,,,83.34,36.2,55.91,386876.535748119,431933.588390888,"53.783558698170395, -2.200649837340166"
BSP,401053,2031,5 - HYDROGEN EVOLUTION,,,,,83.18,41.89,59.96,386876.535748119,431933.588390888,"53.783558698170395, -2.200649837340166"
BSP,401053,2032,2 - COUNTERFACTUAL,,,,,83.83,40.21,58.26,386876.535748119,431933.588390888,"53.783558698170395, -2.200649837340166"
BSP,401053,2032,6 - ACCELERATED DECARBONISATION,,,,,84.4,33.23,48.01,386876.535748119,431933.588390888,"53.783558698170395, -2.200649837340166"
BSP,401053,2033,1 - BEST VIEW,,,,,85.16,40.51,55.28,386876.535748119,431933.588390888,"53.783558698170395, -2.200649837340166"
BSP,401053,2033,2 - COUNTERFACTUAL,,,,,84.3,40,57.27,386876.535748119,431933.588390888,"53.783558698170395, -2.200649837340166"
BSP,401053,2033,3 - ELECTRIC ENGAGEMENT,,,,,85.11,39.89,55.69,386876.535748119,431933.588390888,"53.783558698170395, -2.200649837340166"
BSP,401053,2033,4 - HOLISTIC TRANSITION,,,,,84.74,33.28,48.53,386876.535748119,431933.588390888,"53.783558698170395, -2.200649837340166"
BSP,401053,2036,1 - BEST VIEW,,,,,87.1,39.3,49.16,386876.535748119,431933.588390888,"53.783558698170395, -2.200649837340166"
BSP,401053,2036,2 - COUNTERFACTUAL,,,,,85.94,39.21,54.28,386876.535748119,431933.588390888,"53.783558698170395, -2.200649837340166"
BSP,401053,2036,5 - HYDROGEN EVOLUTION,,,,,86.06,40.43,55.51,386876.535748119,431933.588390888,"53.783558698170395, -2.200649837340166"
BSP,401053,2039,1 - BEST VIEW,,,,,89.3,38.7,37.65,386876.535748119,431933.588390888,"53.783558698170395, -2.200649837340166"
BSP,401053,2039,6 - ACCELERATED DECARBONISATION,,,,,89.24,49.8,21.94,386876.535748119,431933.588390888,"53.783558698170395, -2.200649837340166"
BSP,401053,2042,1 - BEST VIEW,,,,,90.73,41.03,27.89,386876.535748119,431933.588390888,"53.783558698170395, -2.200649837340166"
BSP,401053,2042,2 - COUNTERFACTUAL,,,,,88.51,41.04,48.25,386876.535748119,431933.588390888,"53.783558698170395, -2.200649837340166"
BSP,401053,2046,3 - ELECTRIC ENGAGEMENT,,,,,92.32,59.53,21.34,386876.535748119,431933.588390888,"53.783558698170395, -2.200649837340166"
BSP,401053,2051,3 - ELECTRIC ENGAGEMENT,,,,,92.93,58.03,13.87,386876.535748119,431933.588390888,"53.783558698170395, -2.200649837340166"
BSP,401053,2051,4 - HOLISTIC TRANSITION,,,,,90.99,46.45,18.3,386876.535748119,431933.588390888,"53.783558698170395, -2.200649837340166"
BSP,100504,2024,6 - ACCELERATED DECARBONISATION,,,,,6.73,1.94,6.73,381667.862161995,399125.512996918,"53.48851816156697, -2.277753261502623"
BSP,100504,2025,4 - HOLISTIC TRANSITION,,,,,6.73,1.94,6.73,381667.862161995,399125.512996918,"53.48851816156697, -2.277753261502623"
BSP,100504,2025,5 - HYDROGEN EVOLUTION,,,,,6.73,1.94,6.73,381667.862161995,399125.512996918,"53.48851816156697, -2.277753261502623"
BSP,100504,2025,6 - ACCELERATED DECARBONISATION,,,,,6.73,1.94,6.73,381667.862161995,399125.512996918,"53.48851816156697, -2.277753261502623"
BSP,100504,2026,2 - COUNTERFACTUAL,,,,,6.73,1.94,6.73,381667.862161995,399125.512996918,"53.48851816156697, -2.277753261502623"
BSP,100504,2026,3 - ELECTRIC ENGAGEMENT,,,,,6.73,1.94,6.73,381667.862161995,399125.512996918,"53.48851816156697, -2.277753261502623"
BSP,100504,2027,4 - HOLISTIC TRANSITION,,,,,6.73,1.94,6.73,381667.862161995,399125.512996918,"53.48851816156697, -2.277753261502623"
BSP,100504,2027,5 - HYDROGEN EVOLUTION,,,,,6.73,1.94,6.73,381667.862161995,399125.512996918,"53.48851816156697, -2.277753261502623"
BSP,100504,2028,2 - COUNTERFACTUAL,,,,,6.73,1.94,6.73,381667.862161995,399125.512996918,"53.48851816156697, -2.277753261502623"
BSP,100504,2028,5 - HYDROGEN EVOLUTION,,,,,6.73,1.94,6.73,381667.862161995,399125.512996918,"53.48851816156697, -2.277753261502623"
BSP,100504,2030,2 - COUNTERFACTUAL,,,,,6.73,1.94,6.73,381667.862161995,399125.512996918,"53.48851816156697, -2.277753261502623"
BSP,100504,2030,4 - HOLISTIC TRANSITION,,,,,6.73,1.94,-11.92,381667.862161995,399125.512996918,"53.48851816156697, -2.277753261502623"
BSP,100504,2031,5 - HYDROGEN EVOLUTION,,,,,6.73,1.94,-6.79,381667.862161995,399125.512996918,"53.48851816156697, -2.277753261502623"
BSP,100504,2031,6 - ACCELERATED DECARBONISATION,,,,,6.73,1.94,-39.93,381667.862161995,399125.512996918,"53.48851816156697, -2.277753261502623"
BSP,100504,2032,1 - BEST VIEW,,,,,6.73,1.94,-29.08,381667.862161995,399125.512996918,"53.48851816156697, -2.277753261502623"
BSP,100504,2032,2 - COUNTERFACTUAL,,,,,6.73,1.94,6.73,381667.862161995,399125.512996918,"53.48851816156697, -2.277753261502623"
BSP,100504,2032,3 - ELECTRIC ENGAGEMENT,,,,,6.73,1.94,-43.94,381667.862161995,399125.512996918,"53.48851816156697, -2.277753261502623"
BSP,100504,2033,1 - BEST VIEW,,,,,6.73,1.94,-34.05,381667.862161995,399125.512996918,"53.48851816156697, -2.277753261502623"
BSP,100504,2039,4 - HOLISTIC TRANSITION,,,,,6.73,1.94,-84.73,381667.862161995,399125.512996918,"53.48851816156697, -2.277753261502623"
BSP,100504,2039,6 - ACCELERATED DECARBONISATION,,,,,6.73,1.94,-105.56,381667.862161995,399125.512996918,"53.48851816156697, -2.277753261502623"
BSP,100504,2042,3 - ELECTRIC ENGAGEMENT,,,,,6.73,1.94,-98.04,381667.862161995,399125.512996918,"53.48851816156697, -2.277753261502623"
BSP,100504,2046,6 - ACCELERATED DECARBONISATION,,,,,6.73,1.94,-128.42,381667.862161995,399125.512996918,"53.48851816156697, -2.277753261502623"
BSP,100504,2051,2 - COUNTERFACTUAL,,,,,6.73,1.94,-18.96,381667.862161995,399125.512996918,"53.48851816156697, -2.277753261502623"
BSP,100504,2051,4 - HOLISTIC TRANSITION,,,,,6.73,1.94,-104.61,381667.862161995,399125.512996918,"53.48851816156697, -2.277753261502623"
BSP,100504,2051,5 - HYDROGEN EVOLUTION,,,,,6.73,1.94,-70.45,381667.862161995,399125.512996918,"53.48851816156697, -2.277753261502623"
BSP,100504,2051,6 - ACCELERATED DECARBONISATION,,,,,6.73,1.94,-134.07,381667.862161995,399125.512996918,"53.48851816156697, -2.277753261502623"
BSP,301101,2024,1 - BEST VIEW,,,,,103.5,26.49,34.29,388293.537649124,404541.06625306,"53.53738555593268, -2.1781022449953578"
BSP,301101,2024,2 - COUNTERFACTUAL,,,,,103.34,26.49,34.29,388293.537649124,404541.06625306,"53.53738555593268, -2.1781022449953578"
BSP,301101,2024,6 - ACCELERATED DECARBONISATION,,,,,103.5,26.49,34.29,388293.537649124,404541.06625306,"53.53738555593268, -2.1781022449953578"
BSP,301101,2025,1 - BEST VIEW,,,,,104.21,24.49,26.03,388293.537649124,404541.06625306,"53.53738555593268, -2.1781022449953578"
BSP,301101,2025,6 - ACCELERATED DECARBONISATION,,,,,103.92,24.11,24.57,388293.537649124,404541.06625306,"53.53738555593268, -2.1781022449953578"
BSP,301101,2026,6 - ACCELERATED DECARBONISATION,,,,,104.88,22.69,16.34,388293.537649124,404541.06625306,"53.53738555593268, -2.1781022449953578"
BSP,301101,2027,1 - BEST VIEW,,,,,95.92,17.4,21.92,388293.537649124,404541.06625306,"53.53738555593268, -2.1781022449953578"
BSP,301101,2028,4 - HOLISTIC TRANSITION,,,,,106.53,21.81,12.41,388293.537649124,404541.06625306,"53.53738555593268, -2.1781022449953578"
BSP,301101,2029,2 - COUNTERFACTUAL,,,,,77.8,14.11,27.77,388293.537649124,404541.06625306,"53.53738555593268, -2.1781022449953578"
BSP,301101,2029,4 - HOLISTIC TRANSITION,,,,,108.21,20.99,9.99,388293.537649124,404541.06625306,"53.53738555593268, -2.1781022449953578"
BSP,301101,2029,6 - ACCELERATED DECARBONISATION,,,,,108.68,19.72,4.23,388293.537649124,404541.06625306,"53.53738555593268, -2.1781022449953578"
BSP,301101,2030,2 - COUNTERFACTUAL,,,,,43.85,7.96,26.39,388293.537649124,404541.06625306,"53.53738555593268, -2.1781022449953578"
BSP,301101,2030,3 - ELECTRIC ENGAGEMENT,,,,,41.45,7.52,2.71,388293.537649124,404541.06625306,"53.53738555593268, -2.1781022449953578"
BSP,301101,2031,3 - ELECTRIC ENGAGEMENT,,,,,37.77,6.85,-0.18,388293.537649124,404541.06625306,"53.53738555593268, -2.1781022449953578"
BSP,301101,2032,1 - BEST VIEW,,,,,41.68,7.56,9.03,388293.537649124,404541.06625306,"53.53738555593268, -2.1781022449953578"
BSP,301101,2032,2 - COUNTERFACTUAL,,,,,36.93,6.7,21.22,388293.537649124,404541.06625306,"53.53738555593268, -2.1781022449953578"
BSP,301101,2032,3 - ELECTRIC ENGAGEMENT,,,,,33.68,6.11,-3.35,388293.537649124,404541.06625306,"53.53738555593268, -2.1781022449953578"
BSP,301101,2032,5 - HYDROGEN EVOLUTION,,,,,51.16,9.28,18.74,388293.537649124,404541.06625306,"53.53738555593268, -2.1781022449953578"
BSP,301101,2033,2 - COUNTERFACTUAL,,,,,34.48,6.26,18.48,388293.537649124,404541.06625306,"53.53738555593268, -2.1781022449953578"
BSP,301101,2033,4 - HOLISTIC TRANSITION,,,,,114.85,20.84,-14.07,388293.537649124,404541.06625306,"53.53738555593268, -2.1781022449953578"
BSP,301101,2033,6 - ACCELERATED DECARBONISATION,,,,,106.05,19.24,-22.5,388293.537649124,404541.06625306,"53.53738555593268, -2.1781022449953578"
BSP,301101,2039,5 - HYDROGEN EVOLUTION,,,,,60.13,10.91,-4.32,388293.537649124,404541.06625306,"53.53738555593268, -2.1781022449953578"
BSP,301101,2042,3 - ELECTRIC ENGAGEMENT,,,,,68.53,12.43,-56.73,388293.537649124,404541.06625306,"53.53738555593268, -2.1781022449953578"
BSP,301101,2046,1 - BEST VIEW,,,,,130.64,25.23,-58.87,388293.537649124,404541.06625306,"53.53738555593268, -2.1781022449953578"
BSP,301101,2046,4 - HOLISTIC TRANSITION,,,,,130.02,23.59,-72.09,388293.537649124,404541.06625306,"53.53738555593268, -2.1781022449953578"
BSP,301101,2046,5 - HYDROGEN EVOLUTION,,,,,126.8,32.33,-18.24,388293.537649124,404541.06625306,"53.53738555593268, -2.1781022449953578"
BSP,301101,2046,6 - ACCELERATED DECARBONISATION,,,,,118.55,21.51,-85.2,388293.537649124,404541.06625306,"53.53738555593268, -2.1781022449953578"
BSP,301101,2051,1 - BEST VIEW,,,,,132.5,26.31,-70.88,388293.537649124,404541.06625306,"53.53738555593268, -2.1781022449953578"
BSP,301101,2051,2 - COUNTERFACTUAL,,,,,111.62,20.25,-21.04,388293.537649124,404541.06625306,"53.53738555593268, -2.1781022449953578"
BSP,301101,2051,3 - ELECTRIC ENGAGEMENT,,,,,130.69,23.71,-78.78,388293.537649124,404541.06625306,"53.53738555593268, -2.1781022449953578"
BSP,609904,2024,5 - HYDROGEN EVOLUTION,,,,,53.37,21.01,22.99,351675.267767932,460548.768735093,"54.03863948731444, -2.739383757163291"
BSP,609904,2024,6 - ACCELERATED DECARBONISATION,,,,,53.37,21.01,22.99,351675.267767932,460548.768735093,"54.03863948731444, -2.739383757163291"
BSP,609904,2025,3 - ELECTRIC ENGAGEMENT,,,,,54.18,19.19,14.15,351675.267767932,460548.768735093,"54.03863948731444, -2.739383757163291"
BSP,609904,2025,5 - HYDROGEN EVOLUTION,,,,,53.98,19.88,17.11,351675.267767932,460548.768735093,"54.03863948731444, -2.739383757163291"
BSP,609904,2026,1 - BEST VIEW,,,,,56.79,17.54,8.13,351675.267767932,460548.768735093,"54.03863948731444, -2.739383757163291"
BSP,609904,2026,3 - ELECTRIC ENGAGEMENT,,,,,56.82,16.8,7.32,351675.267767932,460548.768735093,"54.03863948731444, -2.739383757163291"
BSP,609904,2026,5 - HYDROGEN EVOLUTION,,,,,56.36,18.01,10.82,351675.267767932,460548.768735093,"54.03863948731444, -2.739383757163291"
BSP,609904,2027,3 - ELECTRIC ENGAGEMENT,,,,,57.9,13.87,3.83,351675.267767932,460548.768735093,"54.03863948731444, -2.739383757163291"
BSP,609904,2027,4 - HOLISTIC TRANSITION,,,,,58.56,14.65,7.01,351675.267767932,460548.768735093,"54.03863948731444, -2.739383757163291"
BSP,609904,2028,2 - COUNTERFACTUAL,,,,,55.73,10.11,12.26,351675.267767932,460548.768735093,"54.03863948731444, -2.739383757163291"
BSP,609904,2028,3 - ELECTRIC ENGAGEMENT,,,,,52.99,9.61,-0.4,351675.267767932,460548.768735093,"54.03863948731444, -2.739383757163291"
BSP,609904,2028,4 - HOLISTIC TRANSITION,,,,,61.9,11.23,-0.02,351675.267767932,460548.768735093,"54.03863948731444, -2.739383757163291"
BSP,609904,2028,6 - ACCELERATED DECARBONISATION,,,,,56.52,10.25,-12.26,351675.267767932,460548.768735093,"54.03863948731444, -2.739383757163291"
BSP,609904,2029,2 - COUNTERFACTUAL,,,,,36.11,6.55,9.78,351675.267767932,460548.768735093,"54.03863948731444, -2.739383757163291"
BSP,609904,2029,5 - HYDROGEN EVOLUTION,,,,,29.52,5.36,0.19,351675.267767932,460548.768735093,"54.03863948731444, -2.739383757163291"
BSP,609904,2029,6 - ACCELERATED DECARBONISATION,,,,,35.79,6.49,-20.1,351675.267767932,460548.768735093,"54.03863948731444, -2.739383757163291"
BSP,609904,2030,1 - BEST VIEW,,,,,10.67,1.94,-10.43,351675.267767932,460548.768735093,"54.03863948731444, -2.739383757163291"
BSP,609904,2030,2 - COUNTERFACTUAL,,,,,10.67,1.94,6.57,351675.267767932,460548.768735093,"54.03863948731444, -2.739383757163291"
BSP,609904,2030,3 - ELECTRIC ENGAGEMENT,,,,,10.67,1.94,-10.61,351675.267767932,460548.768735093,"54.03863948731444, -2.739383757163291"
BSP,609904,2030,5 - HYDROGEN EVOLUTION,,,,,10.67,1.94,-4.36,351675.267767932,460548.768735093,"54.03863948731444, -2.739383757163291"
BSP,609904,2031,1 - BEST VIEW,,,,,10.67,1.94,-16.27,351675.267767932,460548.768735093,"54.03863948731444, -2.739383757163291"
BSP,609904,2031,3 - ELECTRIC ENGAGEMENT,,,,,10.67,1.94,-15.67,351675.267767932,460548.768735093,"54.03863948731444, -2.739383757163291"
BSP,609904,2031,4 - HOLISTIC TRANSITION,,,,,10.67,1.94,-19.95,351675.267767932,460548.768735093,"54.03863948731444, -2.739383757163291"
BSP,609904,2031,6 - ACCELERATED DECARBONISATION,,,,,10.67,1.94,-39.76,351675.267767932,460548.768735093,"54.03863948731444, -2.739383757163291"
BSP,609904,2032,3 - ELECTRIC ENGAGEMENT,,,,,10.67,1.94,-18.69,351675.267767932,460548.768735093,"54.03863948731444, -2.739383757163291"
BSP,609904,2032,5 - HYDROGEN EVOLUTION,,,,,10.67,1.94,-13.76,351675.267767932,460548.768735093,"54.03863948731444, -2.739383757163291"
BSP,609904,2032,6 - ACCELERATED DECARBONISATION,,,,,10.67,1.94,-52.42,351675.267767932,460548.768735093,"54.03863948731444, -2.739383757163291"
BSP,609904,2033,2 - COUNTERFACTUAL,,,,,10.67,1.94,-2.67,351675.267767932,460548.768735093,"54.03863948731444, -2.739383757163291"
BSP,609904,2036,2 - COUNTERFACTUAL,,,,,10.67,1.94,-11.26,351675.267767932,460548.768735093,"54.03863948731444, -2.739383757163291"
BSP,609904,2036,5 - HYDROGEN EVOLUTION,,,,,10.67,1.94,-26.4,351675.267767932,460548.768735093,"54.03863948731444, -2.739383757163291"
BSP,609904,2036,6 - ACCELERATED DECARBONISATION,,,,,6.73,1.94,-138.36,351675.267767932,460548.768735093,"54.03863948731444, -2.739383757163291"
BSP,609904,2039,1 - BEST VIEW,,,,,10.67,1.94,-105.82,351675.267767932,460548.768735093,"54.03863948731444, -2.739383757163291"
BSP,609904,2042,1 - BEST VIEW,,,,,10.67,1.94,-123.17,351675.267767932,460548.768735093,"54.03863948731444, -2.739383757163291"
BSP,609904,2042,2 - COUNTERFACTUAL,,,,,10.67,1.94,-30.17,351675.267767932,460548.768735093,"54.03863948731444, -2.739383757163291"
BSP,609904,2042,4 - HOLISTIC TRANSITION,,,,,6.73,1.94,-138.74,351675.267767932,460548.768735093,"54.03863948731444, -2.739383757163291"
BSP,609904,2051,1 - BEST VIEW,,,,,10.67,1.94,-157.62,351675.267767932,460548.768735093,"54.03863948731444, -2.739383757163291"
BSP,609904,2051,3 - ELECTRIC ENGAGEMENT,,,,,1.81,0.74,-148.43,351675.267767932,460548.768735093,"54.03863948731444, -2.739383757163291"
BSP,205308,2024,1 - BEST VIEW,,,,,84.16,42.11,69.08,361574.640826934,396697.120110156,"53.46560388390785, -2.5802688585908875"
