district,year,month,month_name,delta_T_mean,baseline_hdd_per_day,projected_hdd_per_day,hdd_reduction
England SW and S Wales,2072,8,August,6.4342,0.8407,0.0,0.8407
England SW and S Wales,2072,9,September,5.1245,1.9594,0.0464,1.913
England SW and S Wales,2072,10,October,4.702,3.34,0.2454,3.0945
England SW and S Wales,2072,11,November,3.7456,6.3655,3.0513,3.3142
England SW and S Wales,2072,12,December,3.5712,7.2272,3.8044,3.4228
England SW and S Wales,2073,1,January,2.5297,9.9874,7.4716,2.5158
England SW and S Wales,2073,2,February,2.5382,7.3506,4.8496,2.501
England SW and S Wales,2073,3,March,3.2651,7.1138,3.9159,3.1979
England SW and S Wales,2073,4,April,2.5579,5.1424,2.6239,2.5184
England SW and S Wales,2073,5,May,4.3032,2.7963,0.1543,2.642
England SW and S Wales,2073,6,June,4.1656,1.2962,0.0036,1.2926
England SW and S Wales,2073,7,July,4.3635,0.7438,0.0,0.7438
England SW and S Wales,2073,8,August,5.482,0.8407,0.0,0.8407
England SW and S Wales,2073,9,September,4.7595,1.9594,0.0692,1.8902
England SW and S Wales,2073,10,October,4.7272,3.34,0.2397,3.1002
England SW and S Wales,2073,11,November,3.7202,6.3655,3.0708,3.2948
England SW and S Wales,2073,12,December,3.1299,7.2272,4.2033,3.0239
England SW and S Wales,2074,1,January,2.9523,9.9874,7.0555,2.9318
England SW and S Wales,2074,2,February,2.9613,7.3506,4.4451,2.9055
England SW and S Wales,2074,3,March,2.4085,7.1138,4.7336,2.3802
England SW and S Wales,2074,4,April,2.4723,5.1424,2.7049,2.4375
England SW and S Wales,2074,5,May,3.0722,2.7963,0.5133,2.2831
England SW and S Wales,2074,6,June,3.6243,1.2962,0.0122,1.284
England SW and S Wales,2074,7,July,4.3541,0.7438,0.0,0.7438
England SW and S Wales,2074,8,August,5.1612,0.8407,0.0,0.8407
England SW and S Wales,2074,9,September,4.3462,1.9594,0.1059,1.8535
England SW and S Wales,2074,10,October,4.3596,3.34,0.3333,3.0067
England SW and S Wales,2074,11,November,4.0034,6.3655,2.8568,3.5088
England SW and S Wales,2074,12,December,3.5121,7.2272,3.8572,3.37
England SW and S Wales,2075,1,January,2.7136,9.9874,7.2903,2.6971
England SW and S Wales,2075,2,February,2.6201,7.3506,4.7709,2.5797
England SW and S Wales,2075,3,March,2.9635,7.1138,4.2006,2.9132
England SW and S Wales,2075,4,April,2.4104,5.1424,2.7637,2.3787
England SW and S Wales,2075,5,May,3.2822,2.7963,0.4291,2.3672
England SW and S Wales,2075,6,June,3.9147,1.2962,0.0065,1.2897
England SW and S Wales,2075,7,July,5.6007,0.7438,0.0,0.7438
England SW and S Wales,2075,8,August,6.4282,0.8407,0.0,0.8407
England SW and S Wales,2075,9,September,5.2842,1.9594,0.0386,1.9207
England SW and S Wales,2075,10,October,4.7536,3.34,0.2339,3.1061
England SW and S Wales,2075,11,November,3.964,6.3655,2.8861,3.4794
England SW and S Wales,2075,12,December,3.4903,7.2272,3.8767,3.3505
England SW and S Wales,2076,1,January,2.9365,9.9874,7.0711,2.9163
England SW and S Wales,2076,2,February,2.6704,7.3506,4.7225,2.6281
England SW and S Wales,2076,3,March,3.0157,7.1138,4.151,2.9628
England SW and S Wales,2076,4,April,3.1965,5.1424,2.0391,3.1032
England SW and S Wales,2076,5,May,4.0469,2.7963,0.2045,2.5918
England SW and S Wales,2076,6,June,4.9365,1.2962,0.0005,1.2957
England SW and S Wales,2076,7,July,6.2633,0.7438,0.0,0.7438
England SW and S Wales,2076,8,August,6.7465,0.8407,0.0,0.8407
England SW and S Wales,2076,9,September,5.3768,1.9594,0.0347,1.9247
England SW and S Wales,2076,10,October,4.8136,3.34,0.221,3.1189
England SW and S Wales,2076,11,November,3.9996,6.3655,2.8596,3.5059
England SW and S Wales,2076,12,December,3.6604,7.2272,3.7252,3.502
England SW and S Wales,2077,1,January,2.3811,9.9874,7.6184,2.369
England SW and S Wales,2077,2,February,2.785,7.3506,4.6129,2.7377
England SW and S Wales,2077,3,March,2.8091,7.1138,4.3478,2.766
England SW and S Wales,2077,4,April,2.7715,5.1424,2.4242,2.7182
England SW and S Wales,2077,5,May,3.2557,2.7963,0.4391,2.3572
England SW and S Wales,2077,6,June,3.6891,1.2962,0.0107,1.2855
England SW and S Wales,2077,7,July,4.9224,0.7438,0.0,0.7438
England SW and S Wales,2077,8,August,5.8332,0.8407,0.0,0.8407
England SW and S Wales,2077,9,September,4.8153,1.9594,0.0652,1.8942
England SW and S Wales,2077,10,October,4.4301,3.34,0.3135,3.0265
England SW and S Wales,2077,11,November,3.6336,6.3655,3.1376,3.2279
England SW and S Wales,2077,12,December,3.4594,7.2272,3.9044,3.3227
England SW and S Wales,2078,1,January,2.4176,9.9874,7.5823,2.4051
England SW and S Wales,2078,2,February,2.5061,7.3506,4.8806,2.47
England SW and S Wales,2078,3,March,2.5676,7.1138,4.5798,2.534
England SW and S Wales,2078,4,April,2.9266,5.1424,2.2816,2.8608
England SW and S Wales,2078,5,May,3.2745,2.7963,0.432,2.3644
England SW and S Wales,2078,6,June,4.9982,1.2962,0.0004,1.2958
England SW and S Wales,2078,7,July,5.4685,0.7438,0.0,0.7438
England SW and S Wales,2078,8,August,6.2108,0.8407,0.0,0.8407
England SW and S Wales,2078,9,September,5.5308,1.9594,0.0289,1.9305
England SW and S Wales,2078,10,October,4.9431,3.34,0.1951,3.1449
England SW and S Wales,2078,11,November,4.1696,6.3655,2.7345,3.631
England SW and S Wales,2078,12,December,3.6666,7.2272,3.7197,3.5075
England SW and S Wales,2079,1,January,3.2495,9.9874,6.7642,3.2231
England SW and S Wales,2079,2,February,3.2522,7.3506,4.171,3.1796
England SW and S Wales,2079,3,March,2.8956,7.1138,4.2652,2.8485
England SW and S Wales,2079,4,April,3.1243,5.1424,2.1032,3.0391
England SW and S Wales,2079,5,May,4.1516,2.7963,0.1827,2.6137
England SW and S Wales,2079,6,June,4.7268,1.2962,0.0009,1.2953
England SW and S Wales,2079,7,July,5.5468,0.7438,0.0,0.7438
England SW and S Wales,2079,8,August,6.9215,0.8407,0.0,0.8407
England SW and S Wales,2079,9,September,5.2814,1.9594,0.0388,1.9206
England SW and S Wales,2079,10,October,4.7913,3.34,0.2257,3.1142
England SW and S Wales,2079,11,November,4.4044,6.3655,2.5663,3.7993
England SW and S Wales,2079,12,December,3.3182,7.2272,4.0317,3.1955
England SW and S Wales,2080,1,January,3.1174,9.9874,6.8936,3.0938
England SW and S Wales,2080,2,February,2.6458,7.3506,4.7462,2.6044
England SW and S Wales,2080,3,March,2.4034,7.1138,4.7385,2.3752
England SW and S Wales,2080,4,April,2.9076,5.1424,2.2989,2.8434
England SW and S Wales,2080,5,May,3.3751,2.7963,0.3951,2.4012
England SW and S Wales,2080,6,June,4.4691,1.2962,0.0017,1.2945
England SW and S Wales,2080,7,July,6.1518,0.7438,0.0,0.7438
England SW and S Wales,2080,8,August,6.6139,0.8407,0.0,0.8407
England SW and S Wales,2080,9,September,5.0808,1.9594,0.0487,1.9107
England SW and S Wales,2080,10,October,5.3825,3.34,0.1246,3.2154
England SW and S Wales,2080,11,November,4.5645,6.3655,2.4547,3.9109
Midlands,2026,1,January,-0.005,11.2611,11.2661,-0.005
Midlands,2026,2,February,0.7131,8.8537,8.1434,0.7103
Midlands,2026,3,March,1.4119,7.6027,6.1949,1.4078
Midlands,2026,4,April,0.898,5.6311,4.7368,0.8943
Midlands,2026,5,May,1.3832,2.8953,1.6924,1.203
Midlands,2026,6,June,1.5564,1.404,0.415,0.989
Midlands,2026,7,July,1.3665,0.7292,0.1062,0.623
Midlands,2026,8,August,1.7463,0.7452,0.0469,0.6983
Midlands,2026,9,September,1.9694,2.2177,0.8778,1.3399
Midlands,2026,10,October,1.6719,4.2834,2.7217,1.5617
Midlands,2026,11,November,1.1993,7.8253,6.6529,1.1724
Midlands,2026,12,December,0.419,8.3987,7.9808,0.4179
Midlands,2027,1,January,0.6844,11.2611,10.5769,0.6842
Midlands,2027,2,February,0.68,8.8537,8.1763,0.6774
Midlands,2027,3,March,1.2951,7.6027,6.3111,1.2917
Midlands,2027,4,April,1.2059,5.6311,4.4318,1.1993
Midlands,2027,5,May,1.0185,2.8953,1.9877,0.9076
Midlands,2027,6,June,1.4453,1.404,0.4633,0.9408
Midlands,2027,7,July,1.166,0.7292,0.1526,0.5765
Midlands,2027,8,August,2.0482,0.7452,0.0227,0.7225
Midlands,2027,9,September,1.7339,2.2177,1.003,1.2147
Midlands,2027,10,October,1.1731,4.2834,3.17,1.1134
Midlands,2027,11,November,1.4499,7.8253,6.411,1.4143
Midlands,2027,12,December,1.8086,8.3987,6.6004,1.7983
Midlands,2028,1,January,0.6651,11.2611,10.5962,0.6649
Midlands,2028,2,February,1.2031,8.8537,7.6567,1.197
Midlands,2028,3,March,0.8521,7.6027,6.7522,0.8505
Midlands,2028,4,April,0.52,5.6311,5.1126,0.5185
Midlands,2028,5,May,1.4305,2.8953,1.6555,1.2398
Midlands,2028,6,June,1.5927,1.404,0.4,1.004
Midlands,2028,7,July,1.9048,0.7292,0.0342,0.695
Midlands,2028,8,August,1.7265,0.7452,0.0491,0.6961
Midlands,2028,9,September,1.5869,2.2177,1.0863,1.1314
Midlands,2028,10,October,1.9529,4.2834,2.4786,1.8047
Midlands,2028,11,November,1.4745,7.8253,6.3874,1.4379
Midlands,2028,12,December,1.1511,8.3987,7.252,1.1467
Midlands,2029,1,January,0.8888,11.2611,10.3726,0.8885
Midlands,2029,2,February,0.4274,8.8537,8.4277,0.4259
Midlands,2029,3,March,0.8408,7.6027,6.7635,0.8392
Midlands,2029,4,April,1.6134,5.6311,4.0305,1.6005
Midlands,2029,5,May,1.4563,2.8953,1.6356,1.2597
Midlands,2029,6,June,2.3725,1.404,0.1626,1.2415
Midlands,2029,7,July,2.2784,0.7292,0.0135,0.7157
Midlands,2029,8,August,2.1592,0.7452,0.017,0.7282
Midlands,2029,9,September,1.2304,2.2177,1.3048,0.9129
Midlands,2029,10,October,1.2457,4.2834,3.1036,1.1798
Midlands,2029,11,November,0.9995,7.8253,6.8466,0.9787
Midlands,2029,12,December,1.3991,8.3987,7.0058,1.3929
Midlands,2030,1,January,1.0787,11.2611,10.1828,1.0783
Midlands,2030,2,February,1.1524,8.8537,7.707,1.1467
Midlands,2030,3,March,1.1226,7.6027,6.4828,1.1199
Midlands,2030,4,April,1.0051,5.6311,4.6305,1.0005
Midlands,2030,5,May,1.5325,2.8953,1.5773,1.318
Midlands,2030,6,June,0.9664,1.404,0.7126,0.6915
Midlands,2030,7,July,1.9951,0.7292,0.0276,0.7015
Midlands,2030,8,August,2.1793,0.7452,0.0161,0.7291
Midlands,2030,9,September,1.5281,2.2177,1.1208,1.0969
Midlands,2030,10,October,1.3527,4.2834,3.0063,1.2771
Midlands,2030,11,November,1.0812,7.8253,6.7674,1.058
Midlands,2030,12,December,1.0922,8.3987,7.3105,1.0882
Midlands,2031,1,January,1.1299,11.2611,10.1316,1.1295
Midlands,2031,2,February,0.6014,8.8537,8.2545,0.5992
Midlands,2031,3,March,1.2352,7.6027,6.3707,1.232
Midlands,2031,4,April,0.8232,5.6311,4.8111,0.82
Midlands,2031,5,May,1.6614,2.8953,1.481,1.4143
Midlands,2031,6,June,0.7413,1.404,0.8524,0.5516
Midlands,2031,7,July,1.9753,0.7292,0.029,0.7002
Midlands,2031,8,August,1.9328,0.7452,0.0302,0.715
Midlands,2031,9,September,2.2841,2.2177,0.7266,1.4911
Midlands,2031,10,October,1.7153,4.2834,2.6836,1.5998
Midlands,2031,11,November,1.1825,7.8253,6.6692,1.1561
Midlands,2031,12,December,2.083,8.3987,6.3296,2.0691
Midlands,2032,1,January,0.826,11.2611,10.4353,0.8258
Midlands,2032,2,February,0.5699,8.8537,8.2859,0.5678
Midlands,2032,3,March,0.8235,7.6027,6.7807,0.822
Midlands,2032,4,April,0.7918,5.6311,4.8423,0.7888
Midlands,2032,5,May,1.5344,2.8953,1.5759,1.3194
Midlands,2032,6,June,1.439,1.404,0.4662,0.9379
Midlands,2032,7,July,2.2741,0.7292,0.0137,0.7155
Midlands,2032,8,August,1.6017,0.7452,0.0646,0.6806
Midlands,2032,9,September,2.067,2.2177,0.8289,1.3888
Midlands,2032,10,October,1.7453,4.2834,2.6574,1.626
Midlands,2032,11,November,0.5636,7.8253,7.2718,0.5535
Midlands,2032,12,December,1.0488,8.3987,7.3537,1.045
Midlands,2033,1,January,1.1498,11.2611,10.1117,1.1494
Midlands,2033,2,February,0.9076,8.8537,7.9501,0.9036
Midlands,2033,3,March,0.6886,7.6027,6.9153,0.6874
Midlands,2033,4,April,1.2154,5.6311,4.4224,1.2087
Midlands,2033,5,May,1.2186,2.8953,1.8232,1.0721
Midlands,2033,6,June,2.7369,1.404,0.0989,1.3052
Midlands,2033,7,July,2.0082,0.7292,0.0268,0.7024
Midlands,2033,8,August,3.0792,0.7452,0.001,0.7442
Midlands,2033,9,September,1.8322,2.2177,0.9495,1.2682
Midlands,2033,10,October,1.7115,4.2834,2.6869,1.5964
Midlands,2033,11,November,1.5273,7.8253,6.3366,1.4887
Midlands,2033,12,December,1.0778,8.3987,7.3248,1.0739
Midlands,2034,1,January,0.0431,11.2611,11.2181,0.0431
Midlands,2034,2,February,0.3192,8.8537,8.5355,0.3181
Midlands,2034,3,March,0.9321,7.6027,6.6725,0.9302
Midlands,2034,4,April,1.2175,5.6311,4.4203,1.2108
Midlands,2034,5,May,1.6849,2.8953,1.4637,1.4316
Midlands,2034,6,June,1.6948,1.404,0.3598,1.0442
Midlands,2034,7,July,1.7967,0.7292,0.0438,0.6854
Midlands,2034,8,August,2.3206,0.7452,0.0109,0.7343
Midlands,2034,9,September,2.142,2.2177,0.7926,1.4251
Midlands,2034,10,October,2.2044,4.2834,2.2682,2.0152
Midlands,2034,11,November,1.2059,7.8253,6.6465,1.1788
Midlands,2034,12,December,1.0344,8.3987,7.368,1.0307
Midlands,2035,1,January,1.1299,11.2611,10.1316,1.1295
Midlands,2035,2,February,1.2872,8.8537,7.5734,1.2803
Midlands,2035,3,March,1.3594,7.6027,6.2471,1.3556
Midlands,2035,4,April,1.0427,5.6311,4.5933,1.0378
Midlands,2035,5,May,1.5578,2.8953,1.5582,1.3371
Midlands,2035,6,June,1.2984,1.404,0.5326,0.8714
Midlands,2035,7,July,1.505,0.7292,0.0811,0.648
Midlands,2035,8,August,2.2767,0.7452,0.0124,0.7328
Midlands,2035,9,September,1.6375,2.2177,1.0572,1.1605
Midlands,2035,10,October,1.6009,4.2834,2.7842,1.4991
Midlands,2035,11,November,1.6254,7.8253,6.2426,1.5827
Midlands,2035,12,December,0.9332,8.3987,7.4686,0.9301
Midlands,2036,1,January,1.1704,11.2611,10.0911,1.17
Midlands,2036,2,February,1.6793,8.8537,7.1854,1.6683
Midlands,2036,3,March,1.3604,7.6027,6.2461,1.3566
Midlands,2036,4,April,1.346,5.6311,4.2935,1.3376
Midlands,2036,5,May,1.3964,2.8953,1.682,1.2133
Midlands,2036,6,June,2.41,1.404,0.1548,1.2492
Midlands,2036,7,July,1.7523,0.7292,0.0483,0.6809
Midlands,2036,8,August,2.3638,0.7452,0.0097,0.7355
Midlands,2036,9,September,2.5409,2.2177,0.6169,1.6008
Midlands,2036,10,October,1.9387,4.2834,2.4908,1.7926
Midlands,2036,11,November,2.0348,7.8253,5.8526,1.9727
Midlands,2036,12,December,0.3739,8.3987,8.0256,0.373
Midlands,2037,1,January,0.3637,11.2611,10.8975,0.3636
Midlands,2037,2,February,0.8734,8.8537,7.984,0.8696
Midlands,2037,3,March,1.4025,7.6027,6.2043,1.3984
Midlands,2037,4,April,1.9552,5.6311,3.6969,1.9341
Midlands,2037,5,May,1.265,2.8953,1.7859,1.1094
Midlands,2037,6,June,1.5037,1.404,0.4375,0.9666
Midlands,2037,7,July,1.6357,0.7292,0.0621,0.6671
Midlands,2037,8,August,1.995,0.7452,0.0259,0.7193
Midlands,2037,9,September,1.8212,2.2177,0.9554,1.2623
Midlands,2037,10,October,1.9399,4.2834,2.4897,1.7937
Midlands,2037,11,November,2.0012,7.8253,5.8844,1.9409
Midlands,2037,12,December,1.5305,8.3987,6.8755,1.5232
Midlands,2038,1,January,1.4286,11.2611,9.8331,1.4281
Midlands,2038,2,February,1.3254,8.8537,7.5355,1.3182
Midlands,2038,3,March,1.1065,7.6027,6.4988,1.104
Midlands,2038,4,April,1.6428,5.6311,4.0017,1.6294
Midlands,2038,5,May,1.8226,2.8953,1.3646,1.5307
Midlands,2038,6,June,2.2423,1.404,0.1918,1.2122
Midlands,2038,7,July,2.4959,0.7292,0.0074,0.7218
Midlands,2038,8,August,2.3115,0.7452,0.0112,0.734
Midlands,2038,9,September,2.2539,2.2177,0.7404,1.4774
Midlands,2038,10,October,2.6632,4.2834,1.9038,2.3796
Midlands,2038,11,November,1.6447,7.8253,6.2241,1.6013
Midlands,2038,12,December,1.6655,8.3987,6.7418,1.6569
Midlands,2039,1,January,1.285,11.2611,9.9766,1.2845
Midlands,2039,2,February,0.5205,8.8537,8.3351,0.5186
Midlands,2039,3,March,1.2631,7.6027,6.3429,1.2598
Midlands,2039,4,April,1.3573,5.6311,4.2823,1.3487
Midlands,2039,5,May,1.6711,2.8953,1.4739,1.4215
Midlands,2039,6,June,2.0256,1.404,0.2492,1.1549
Midlands,2039,7,July,2.1306,0.7292,0.0198,0.7094
Midlands,2039,8,August,2.8716,0.7452,0.002,0.7432
Midlands,2039,9,September,2.2737,2.2177,0.7314,1.4864
Midlands,2039,10,October,1.8238,4.2834,2.5894,1.694
Midlands,2039,11,November,1.5316,7.8253,6.3325,1.4928
Midlands,2039,12,December,0.6145,8.3987,7.7859,0.6127
Midlands,2040,1,January,0.9676,11.2611,10.2938,0.9673
Midlands,2040,2,February,1.5654,8.8537,7.298,1.5557
Midlands,2040,3,March,1.5607,7.6027,6.0471,1.5556
Midlands,2040,4,April,1.4288,5.6311,4.2119,1.4192
Midlands,2040,5,May,1.8909,2.8953,1.3167,1.5786
Midlands,2040,6,June,1.9896,1.404,0.2598,1.1442
Midlands,2040,7,July,2.3723,0.7292,0.0105,0.7187
Midlands,2040,8,August,2.6778,0.7452,0.0038,0.7414
Midlands,2040,9,September,2.1,2.2177,0.8128,1.4049
Midlands,2040,10,October,2.4098,4.2834,2.1017,2.1817
Midlands,2040,11,November,1.8917,7.8253,5.9883,1.837
Midlands,2040,12,December,1.4596,8.3987,6.9458,1.4529
Midlands,2041,1,January,1.1177,11.2611,10.1438,1.1173
Midlands,2041,2,February,1.7403,8.8537,7.1252,1.7285
Midlands,2041,3,March,0.9718,7.6027,6.6329,0.9698
Midlands,2041,4,April,0.7908,5.6311,4.8432,0.7879
Midlands,2041,5,May,1.9947,2.8953,1.2456,1.6497
Midlands,2041,6,June,2.8269,1.404,0.0867,1.3173
Midlands,2041,7,July,2.0337,0.7292,0.0252,0.704
Midlands,2041,8,August,2.8042,0.7452,0.0025,0.7427
Midlands,2041,9,September,3.0498,2.2177,0.4344,1.7834
Midlands,2041,10,October,2.2747,4.2834,2.2106,2.0728
Midlands,2041,11,November,1.8218,7.8253,6.0549,1.7704
Midlands,2041,12,December,1.6691,8.3987,6.7383,1.6604
Midlands,2042,1,January,1.856,11.2611,9.4062,1.855
Midlands,2042,2,February,1.9868,8.8537,6.8822,1.9715
Midlands,2042,3,March,1.4243,7.6027,6.1826,1.4201
Midlands,2042,4,April,1.6432,5.6311,4.0013,1.6298
Midlands,2042,5,May,1.3388,2.8953,1.7273,1.168
Midlands,2042,6,June,1.9018,1.404,0.2872,1.1169
Midlands,2042,7,July,2.4052,0.7292,0.0096,0.7196
Midlands,2042,8,August,2.3821,0.7452,0.0092,0.736
Midlands,2042,9,September,2.74,2.2177,0.5401,1.6776
Midlands,2042,10,October,2.0349,4.2834,2.4092,1.8741
Midlands,2042,11,November,1.7231,7.8253,6.1491,1.6762
Midlands,2042,12,December,2.0687,8.3987,6.3437,2.055
Midlands,2043,1,January,1.5084,11.2611,9.7534,1.5077
Midlands,2043,2,February,1.0486,8.8537,7.81,1.0437
Midlands,2043,3,March,0.8488,7.6027,6.7555,0.8472
Midlands,2043,4,April,1.7112,5.6311,3.9347,1.6964
Midlands,2043,5,May,1.9698,2.8953,1.2625,1.6328
Midlands,2043,6,June,2.1561,1.404,0.2133,1.1908
Midlands,2043,7,July,2.2597,0.7292,0.0142,0.715
Midlands,2043,8,August,2.9486,0.7452,0.0015,0.7436
Midlands,2043,9,September,2.5839,2.2177,0.5997,1.618
Midlands,2043,10,October,2.0244,4.2834,2.4181,1.8652
Midlands,2043,11,November,1.6724,7.8253,6.1975,1.6278
Midlands,2043,12,December,2.1308,8.3987,6.2826,2.1161
Midlands,2044,1,January,1.3896,11.2611,9.872,1.3891
Midlands,2044,2,February,1.4199,8.8537,7.4419,1.4118
Midlands,2044,3,March,1.7354,7.6027,5.8738,1.7289
Midlands,2044,4,April,1.8995,5.6311,3.7511,1.88
Midlands,2044,5,May,1.6774,2.8953,1.4692,1.4261
Midlands,2044,6,June,2.2374,1.404,0.193,1.2111
Midlands,2044,7,July,2.836,0.7292,0.0027,0.7265
Midlands,2044,8,August,2.8969,0.7452,0.0018,0.7433
Midlands,2044,9,September,2.6067,2.2177,0.5907,1.627
Midlands,2044,10,October,2.7623,4.2834,1.8288,2.4546
Midlands,2044,11,November,2.0066,7.8253,5.8793,1.946
Midlands,2044,12,December,1.4862,8.3987,6.9194,1.4792
Midlands,2045,1,January,1.843,11.2611,9.4191,1.842
Midlands,2045,2,February,1.5285,8.8537,7.3344,1.5193
Midlands,2045,3,March,1.1256,7.6027,6.4798,1.1229
Midlands,2045,4,April,1.842,5.6311,3.807,1.824
Midlands,2045,5,May,2.2805,2.8953,1.0608,1.8345
Midlands,2045,6,June,2.394,1.404,0.1581,1.246
Midlands,2045,7,July,3.2188,0.7292,0.0007,0.7284
Midlands,2045,8,August,2.6953,0.7452,0.0036,0.7416
Midlands,2045,9,September,2.7,2.2177,0.555,1.6628
Midlands,2045,10,October,2.5967,4.2834,1.9549,2.3284
Midlands,2045,11,November,1.4009,7.8253,6.4583,1.3671
Midlands,2045,12,December,1.2426,8.3987,7.161,1.2376
Midlands,2046,1,January,1.5247,11.2611,9.7371,1.5241
Midlands,2046,2,February,1.6315,8.8537,7.2326,1.621
Midlands,2046,3,March,1.2616,7.6027,6.3444,1.2583
Midlands,2046,4,April,1.4866,5.6311,4.155,1.4761
Midlands,2046,5,May,2.0608,2.8953,1.2015,1.6938
Midlands,2046,6,June,1.8285,1.404,0.3116,1.0925
Midlands,2046,7,July,2.5036,0.7292,0.0073,0.7219
Midlands,2046,8,August,2.8003,0.7452,0.0025,0.7426
Midlands,2046,9,September,2.9533,2.2177,0.4655,1.7522
Midlands,2046,10,October,3.0146,4.2834,1.6441,2.6392
Midlands,2046,11,November,2.1599,7.8253,5.7344,2.0909
Midlands,2046,12,December,1.6185,8.3987,6.7884,1.6103
Midlands,2047,1,January,1.3134,11.2611,9.9482,1.3129
Midlands,2047,2,February,1.6198,8.8537,7.2442,1.6095
Midlands,2047,3,March,2.0581,7.6027,5.5545,2.0483
Midlands,2047,4,April,2.2992,5.6311,3.3654,2.2657
Midlands,2047,5,May,2.483,2.8953,0.9398,1.9555
Midlands,2047,6,June,2.315,1.404,0.175,1.229
